title,creator,description,date,date_is_approximate,subject-lcsh,subject,relation,contributing_institution,publisher_digital,digital_collection_website,source,identifier,publisher,format_original,type,format,digitization_specifications,rights,rightsstatement,language,date_digital,coverage,idaho_county,latitude,longitude,cdm_url,cdmid,objectid,timelinejs,display_template,filename,object_location,image_small,image_thumb,errors
Dworshak Dam Project 26 (Aerial view of dam site),,Aerial view of dam site. Showing a little farm land - the Merry place just under the plane.,1955,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; aerial views; dam site; farm; plane; merry,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00724,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.513913,-116.297579,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/512,512,dworshak512,true,image,dworshak512.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak512.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak512_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak512_th.jpg,
Dworshak Dam Project 27 (Foot bridge),,Aerial view of dam site. Also shown is foot bridge to the Merry place.,1955,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; aerial views; dam site; foot bridge; merry; rivers,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00725,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.513913,-116.297579,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/513,513,dworshak513,true,image,dworshak513.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak513.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak513_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak513_th.jpg,
Dworshak Dam Project 28 (Merry place),,Aerial view of dam site. Also shown is the Merry place.,1955,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; aerial views; dam site; merry; rivers,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00726,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.513913,-116.297579,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/514,514,dworshak514,true,image,dworshak514.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak514.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak514_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak514_th.jpg,
Dworshak Dam Project 29 (Banner),,"Banner across the street in Orofino - organization about town to raise money for the effort in getting the dam. Note on back: ""We had an organization about town to raise money for the effort in getting the dam. Here is a banner across the street. Dues to belong to  ""Clearwater Dams"" was $1.00  or whatever you could spare. It did not come close to raising the money we eventually spent and we had to go for a lot of contributed labor and expense from other sources. County Sheriff Fred Pomeroy, on left.""",1955,yes,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; banners; signs; street; orofino; raise money; organization; county sheriff; public officers; clearwater dams,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00727,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.480124,-116.252904,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/515,515,dworshak515,,image,dworshak515.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak515.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak515_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak515_th.jpg,
Dworshak Dam Project 30 (Orofino),,Banner across a street in Orofino which was used to raise money for the political effort for the dam.,1955,yes,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; banners; street; orofino; propaganda; political effort,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00728,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.480124,-116.252904,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/516,516,dworshak516,,image,dworshak516.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak516.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak516_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak516_th.jpg,
Dworshak Dam Project 31 (Directors),,"Some of the directors of the Clearwater Dams Assn. Standing in front of marker on theatre building, Orofino, showing goal of $3,000 which was not reached. Note on back: ""Some of the directors of Clearwater Dams Association Left to right: Frank Gaffney, L.G. Beeson,  , Mel Snook, Bob Oud, Dude Warren Gardner (city attorney),  Choate, Chuck Musial.""",1955,yes,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; directors; clearwater dams association; theatre building; marker; orofino; city attorney; choate; chuck musial; goal,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00752,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/517,517,dworshak517,true,image,dworshak517.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak517.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak517_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak517_th.jpg,
Dworshak Dam Project 32 (Group),,"Five men who worked for the dam project standing together and holding papers. Note on back: "" A public hearing was held in Orofino on the project November 20, 1952. Here is a photo of those who worked hardest for the project. Left to right: Bill Erickson (now deceased); Robert Werner, publisher of the Clearwater Tribune, Orofino; A.B. Curtis (the guy that gets all the blame, and the Mayor of Orofino); Col. Tom Tandy, the District Engineer of Corps of Engineers (at the time), Walla Walla (now deceased); and U.S. Judge Roy McNichols (then an attorney at Orofino, now in Boise). Photo made in Tandy's office in Walla Walla where many sessions were held on the project. Photo made a few days prior to the November 20th meeting. (A.B. Curtis - 1976)""",1952-11,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; orofino; clearwater tribune; publisher; mayor of orofino; district engineer; corps of engineers; walla walla; attorney; tandy's office; november 20; public hearing; public officers,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00755,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/518,518,dworshak518,true,image,dworshak518.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak518.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak518_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak518_th.jpg,
Dworshak Dam Project 33 (Site),United States. Army. Corps of Engineers. Walla Walla District,"Site with dam superimposed on the photo. Coffer dam not built yet when photo taken. Note on image: ""Dworshak Dam Phantom Features.""",1966,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; artist rendering; site; coffer dam; phantom treasures,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00756,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/519,519,dworshak519,true,image,dworshak519.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak519.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak519_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak519_th.jpg,
Dworshak Dam Project 35 (Construction),,"During early construction stages a road was built up the south side of the river to the contractors shops location. Note on back: ""Land clearing has started at elevation 1605 on the distant hills. This will be the pool level.""",1965,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; forests; early construction; roads; south side; contractors shops; land clearing; hills,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00759,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.513913,-116.297579,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/520,520,dworshak520,true,image,dworshak520.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak520.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak520_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak520_th.jpg,
Dworshak Dam Project 36 (Steel piling),,Steel piling about the mouth of the lower end of diversion tunnel. Also a start of site preparation.,1965,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; forests; steel piling; diversion tunnel; site preparation,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00760,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/521,521,dworshak521,true,image,dworshak521.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak521.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak521_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak521_th.jpg,
