title,description,creator,date,subject,coverage,digital collection,holding institution,source,identifier,rights,rightsstatement,media type,type,format,digitization specifications,language,date digital,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
"The Family Tree : 1941, September","Vol. 5 No. 12, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-09,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 1-5 1936/37 - 1940/41,4109,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/554,554,555.pdf,/spec_pot/supp/554/index.pdf,spec_pot554,pdf,spec_pot554.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot554.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot554_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot554_th.jpg,""
"The Family Tree : 1941, October","Vol. 6 No. 1, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4110,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/563,563,564.pdf,/spec_pot/supp/563/index.pdf,spec_pot563,pdf,spec_pot563.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot563.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot563_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot563_th.jpg,""
"The Family Tree : 1941, November","Vol. 6 No. 2, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4111,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/572,572,573.pdf,/spec_pot/supp/572/index.pdf,spec_pot572,pdf,spec_pot572.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot572.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot572_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot572_th.jpg,""
"The Family Tree : 1941, December","Vol. 6 No. 3, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1941-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4112,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/581,581,582.pdf,/spec_pot/supp/581/index.pdf,spec_pot581,pdf,spec_pot581.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot581.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot581_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot581_th.jpg,""
"The Family Tree : 1942, January","Vol. 6 No. 4, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1942-01,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4201,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/590,590,591.pdf,/spec_pot/supp/590/index.pdf,spec_pot590,pdf,spec_pot590.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot590.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot590_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot590_th.jpg,""
"The Family Tree : 1942, February","Vol. 6 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1942-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4202,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/599,599,600.pdf,/spec_pot/supp/599/index.pdf,spec_pot599,pdf,spec_pot599.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot599.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot599_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot599_th.jpg,""
"The Family Tree : 1942, March","Vol. 6 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1942-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4203,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/626,626,627.pdf,/spec_pot/supp/626/index.pdf,spec_pot626,pdf,spec_pot626.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot626.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot626_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot626_th.jpg,""
"The Family Tree : 1942, April","Vol. 6 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1942-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4204,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/644,644,645.pdf,/spec_pot/supp/644/index.pdf,spec_pot644,pdf,spec_pot644.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot644.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot644_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot644_th.jpg,""
"The Family Tree : 1942, May","Vol. 6 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1942-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4205,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/635,635,636.pdf,/spec_pot/supp/635/index.pdf,spec_pot635,pdf,spec_pot635.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot635.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot635_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot635_th.jpg,""
"The Family Tree : 1942, June","Vol. 6 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1942-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4206,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/617,617,618.pdf,/spec_pot/supp/617/index.pdf,spec_pot617,pdf,spec_pot617.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot617.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot617_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot617_th.jpg,""
"The Family Tree : 1942, July","Vol. 6 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1942-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4207,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/608,608,609.pdf,/spec_pot/supp/608/index.pdf,spec_pot608,pdf,spec_pot608.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot608.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot608_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot608_th.jpg,""
"The Family Tree : 1942, August","Vol. 6 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1942-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4208,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-04,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/662,662,663.pdf,/spec_pot/supp/662/index.pdf,spec_pot662,pdf,spec_pot662.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot662.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot662_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot662_th.jpg,""
