objectid,title,creator,editors,photographs,illustrations,graphic design,board of directors,date,date is approximate,description,subject,location,latitude,longitude,source,type,format original,format,digital collection,contributing institution,identifier,filename,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,cdm_url,cdmid
moscowcoop0104,Community News November 1996,Moscow Food Co-op,"London, Bill","Goodman, Eric",,"Grinde, Kate","Butters, Mary Jane; Stannard, Sandy; Kane, Kevin; Moffit, Chris; Reich, Vicki; Strand, Eva; Weingartner, Paul; Wildung, Kristi",1996-11,,,newsletters; cooperatives (business enterprises); bazaars (marketplaces); bakeware,"Moscow, Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-1996nov,communitynews-1996nov.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-1996nov.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1996nov_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1996nov_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/103,103
moscowcoop0105,Community News May 2011,Moscow Food Co-op,"London, Bill","Hall, David","Rate, Lucas","Prusynski, Megan","Beck, Bill; Kuhle, Andrika; Vincent, Kimberly; Wilkinson, Donal; Bentley, Jamie; Mumford, Mark; Hagen-Zakarison Sheryl",2011-05,,,newsletters; cooperatives (business enterprises); farmers' markets; sacks (generic containers),"Moscow, Idaho",46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2011may,communitynews-2011may.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2011may.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2011may_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2011may_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/104,104
moscowcoop0106,Community News March 1999,Moscow Food Co-op,"London, Bill",,"Nelson, Nancy; James, Rebecca; Maut, Heidi; Riley, Kelly; Wood, Jeanne","Perez, Tanya","Biller, Ernie; Cressler, Mike; Gale, Jim; Moffitt, Christine; Ogle, Nick; Pengilly, Mimi; Hermanson, John; Peyer, Suzanne",1999-03,,,newsletters; cooperatives (business enterprises); spring (season); celebrations,"Moscow, Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-1999mar,communitynews-1999mar.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-1999mar.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1999mar_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1999mar_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/105,105
moscowcoop0107,Newsletter May 1988,Moscow Food Co-op,"London, Bill",,,"Fromm, Karla",,1988-05,,,newsletters; cooperatives (business enterprises); flour mills; cookbooks,"Moscow, Idaho",46.7318566,-116.999742,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,newsletter_1988may,newsletter_1988may.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/newsletter_1988may.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1988may_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1988may_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/106,106
moscowcoop0108,Newsletter June 1985,Moscow Food Co-op,"London, Bill",,,"Terry, Rose",,1985-06,,,newsletters; cooperatives (business enterprises); volunteering; terminal care facilities,"Moscow, Idaho",46.7318566,-116.999742,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,newsletter_1985jun,newsletter_1985jun.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/newsletter_1985jun.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1985jun_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1985jun_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/107,107
moscowcoop0109,Community News December 1999,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Nelson, Nancy","Grinde, Kate","Gale, Jim; Hermanson, Jim; Knowles, Mary Jo; Ogle, Nick; Pengilly, Mimi; Peyer, Suzanne; Pingree, Al; Vaughan, Pat",1999-12,,,newsletters; cooperatives (business enterprises); automatic doors; bicycles,"Moscow, Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-1999dec,communitynews-1999dec.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-1999dec.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1999dec_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1999dec_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/108,108
moscowcoop0110,Newsletter April 1985,Moscow Food Co-op,"London, Bill",,"Dyken, Carl","Terry, Rose",,1985-04,,,newsletters; cooperatives (business enterprises); agriculture (discipline); organic gardening,"Moscow, Idaho",46.7318566,-116.999742,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,newsletter_1985apr,newsletter_1985apr.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/newsletter_1985apr.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1985apr_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1985apr_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/109,109
moscowcoop0111,Newsletter September 1985,Moscow Food Co-op,"London, Bill",,,"Rockwood, Melissa",,1985-09,,,newsletters; cooperatives (business enterprises); autumn; gardening,"Moscow, Idaho",46.7318566,-116.999742,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,newsletter_1985sep,newsletter_1985sep.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/newsletter_1985sep.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1985sep_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1985sep_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/110,110
moscowcoop0112,Newsletter December 1989,Moscow Food Co-op,"London, Bill",,,"Shelly, Barbara",,1989-12,,,newsletters; cooperatives (business enterprises); advertising directors,"Moscow, Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,newsletter_1989dec,newsletter_1989dec.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/newsletter_1989dec.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1989dec_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1989dec_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/111,111
moscowcoop0113,Community News April 1996,Moscow Food Co-op,"London, Bill; Harris, Therese",,,"Grinde, Kate","Becker, Mark; Harris, Melissa; Moffit, Chris; Reich, Vicki; Stannard, Sandy; Strand, Eva; Wildung, Kristi",1996-04,,,newsletters; cooperatives (business enterprises); membership cards; egg (material),"Moscow, Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-1996apr,communitynews-1996apr.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-1996apr.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1996apr_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1996apr_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/112,112
moscowcoop0114,Community News December 1995,Moscow Food Co-op,"London, Bill",,,"Citrin, Alka; Grinde, Kate","Harvey, Jeannie; Holmes, Evan; Pittenger, Dean; Reich, Vicki; Stannard, Sandy; Strand, Eva; Wildung, Kristi",1995-12,,,newsletters; cooperatives (business enterprises); sugar; houseplants,"Moscow, Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-1995dec,communitynews-1995dec.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-1995dec.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1995dec_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1995dec_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/113,113
