objectid,title,creator,recipient,date,archival_date,approximated_date,description,subject,location,idaho_county,address,latitude,longitude,source,identifier,format_original,type,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,list,filename,display_template,object_location,image_small,image_thumb
ictws_0268,Letter about a Cooperative Forestry Expansion Program,"Leege, Thomas A.","Hatfield, Mark O.",1977-02-08,08 February 1977,,Letter about a Cooperative Forestry Expansion Program. The ICTWS provides a few comments regarding the program.,letters; programs; comments; forestry,"Washington, D.C.",,Russell Building,38.89352786,-77.00690553,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f095-044,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f095-044.pdf,mg511_b02_f095-044.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f095-044.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f095-044_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f095-044_th.jpg
ictws_0269,Resolution of the Idaho Chapter of The Wildlife Society,Idaho Chapter of the Wildlife Society,,1977-11-01,01 November 1977,,An ICTWS resolution of 'Future Use of Idaho National Engineering Laboratory Lands in Idaho'. A comment written in blue ink at the bottom of the document.,documents; handwritten; comments; resolutions; engineering; laboratories,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f095-045,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f095-045.pdf,mg511_b02_f095-045.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f095-045.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f095-045_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f095-045_th.jpg
ictws_0270,"Management of the Gospel-Hump Roadless Area, Idaho",Idaho Chapter of the Wildlife Society,,1977,1977,1977,The ICTWS position statement on the management of the Gospel-Hump Roadless Area in Idaho. Document also mentions a pending Endangered American Wilderness bill.,statements; wilderness; bills (legislation); legislation,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f095-046,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f095-046.pdf,mg511_b02_f095-046.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f095-046.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f095-046_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f095-046_th.jpg
ictws_0271,Resolution of the Idaho Chapter of The Wildlife Society (ICTWS),Idaho Chapter of the Wildlife Society,,,undated,,"Resolution of the Idaho Chapter of The Wildlife Society, including related information on the Endangered Species Act.",resolutions; bears; land; bills (legislation); legislation,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f095-047,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f095-047.pdf,mg511_b02_f095-047.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f095-047.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f095-047_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f095-047_th.jpg
ictws_0272,Letter about Conservation Education Award,"Leege, Thomas A.","Madson, John",1977-11-10,10 November 1977,,Thomas A. Leege's letter of nomination for the Conservation Education Award. The nominee is Stuart Murrell.,letters; nominations; nominees; awards; conservation,"East Alton, Illinois",,,38.88071501,-90.11313187,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f095-048,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f095-048.pdf,mg511_b02_f095-048.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f095-048.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f095-048_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f095-048_th.jpg
ictws_0273,Letter to Carl Nellis,"Leege, Thomas A.","Nellis, Carl",1977-11-10,10 November 1977,,Letter to Carl Nellis asking for a new proposal regarding coal-powered electricity plant and their effect on wildlife and wilderness for a reconsideration by ICTWS.,letters; electricity; renewable resources; coal,"Jerome, Idaho",Jerome County,"Route 3, Box 231A",42.72443564,-114.5189996,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f095-049,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f095-049.pdf,mg511_b02_f095-049.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f095-049.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f095-049_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f095-049_th.jpg
ictws_0274,Letter to Jimmy Carter,"Leege, Thomas A.","Carter, Jimmy E.",1977-03-09,09 March 1977,,"Letter from ICTWS expressing gratitude to Jimmy E. Carter to eliminating funding for nineteen water projects, with reference to the Teton dam.",letters; projects; dams; budgets; rivers,"Washington, D.C.",,The White House,38.89833398,-77.03645219,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f095-050,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f095-050.pdf,mg511_b02_f095-050.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f095-050.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f095-050_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f095-050_th.jpg
ictws_0275,Letter to Curt Berkland,"Leege, Thomas A.","Berkland, Curt",1977-03-09,09 March 1977,,"Draft letter to Mr. Berkland about favoring proposed regulation amendments, and management techniques.",letters; wild horses; burros; management,"Washington, D.C.",,Bureau of Land Management,38.89443086,-77.04252306,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f095-051,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f095-051.pdf,mg511_b02_f095-051.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f095-051.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f095-051_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f095-051_th.jpg
ictws_0276,Letter to Dr. V. E. McKlevey,"Leege, Thomas A.","McKlevey, V.E.",1976-09-30,30 September 1976,,Letter to Dr. V. E. McKlevey about a draft Environmental Impact statement.,letters; drafts; statements; environment; wildlife; resources,"Reston, Virginia",,"U.S. Geological Survey Bureau, National Center",38.94849148,-77.36753913,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f095-052,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f095-052.pdf,mg511_b02_f095-052.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f095-052.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f095-052_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f095-052_th.jpg
ictws_0277,Penalties for Game Law Violations & Minimum Stream Flow Legislation,Idaho Chapter of the Wildlife Society,,1977,1977,,"Two documents offering resolutions. The first document ""Penalties for Game Law Violations"" states legislation should be passed to increase criminal penalties for game law violations. The second document ""Minimum Stream Flow Legislation"" states a need to pass a minimum stream flow law.",documents; resolutions; legislation; laws; penalties; crime; game (wildlife); streams; rivers,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f095-053,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f095-053.pdf,mg511_b02_f095-053.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f095-053.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f095-053_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f095-053_th.jpg
